plateifu,mangaid,objra,objdec,VI_morph,DR
8567-6101,1-351538,119.1451236,47.56385133,Spiral,16
8567-9101,1-351506,119.2844834,47.76563742,Spiral,16
8588-12702,1-634138,250.31305,39.29009,Spiral,16
8588-12705,1-135383,250.3128731,39.7523514,Spiral,16
8588-3701,1-210700,248.1405614,39.13102068,Spiral,16
8591-12701,1-245082,212.271994,53.79535532,Spiral,16
8591-12705,1-245404,213.933247,54.04313498,Spiral,16
8592-6102,1-246470,223.3207946,52.04426247,Spiral,16
8595-12702,1-245980,219.6986859,51.02236282,Spiral,16
8595-12705,1-246331,221.7865185,50.19570732,Spiral,16
8595-3702,1-197702,219.0427607,50.51882204,Spiral,16
8595-6102,1-197704,219.593188,50.69630723,Spiral,16
8597-12702,1-198153,224.2890789,48.63396851,Spiral,16
8597-12703,1-246549,225.388974,49.11242912,Spiral,16
8597-12704,1-246525,225.6056996,48.87768742,Spiral,16
8600-12701,1-210667,245.7265122,41.52057675,Spiral,16
8600-12704,1-210631,244.8829237,41.66246267,Spiral,16
8600-3703,1-135202,245.8658724,41.70638337,Spiral,16
8600-6103,1-210593,244.4197543,41.89915449,Spiral,16
8601-12705,1-135810,250.123144,39.23511449,Spiral,16
8602-12701,1-569169,247.04817,39.821898,Spiral,16
8602-12705,1-211074,247.4626868,39.76651093,Spiral,16
8602-3701,1-211264,247.3615427,38.41940265,Spiral,16
8603-12702,1-211227,246.869311,38.86910835,Spiral,16
8604-12703,1-135502,247.7641748,39.83850387,Spiral,16
8606-12701,1-95585,255.0298698,37.83950214,Spiral,16
8606-12705,1-176546,255.5174418,35.46315599,Spiral,16
8612-12702,1-96075,253.9463815,39.31053643,Spiral,16
8612-6104,1-95843,255.006946,38.81600935,Spiral,16
8613-12702,1-136125,254.0441402,34.83651981,Spiral,16
8615-12701,1-179900,319.3895751,-0.134736114,Spiral,16
8615-3701,1-550901,321.00791,-0.36632361,Spiral,16
8615-6104,1-179947,319.9018679,0.704249719,Spiral,16
8615-9102,1-180039,321.4740419,0.416058768,Spiral,16
8616-12702,1-289846,322.30605,-0.29476536,Spiral,16
8616-3704,1-180193,322.2420236,-0.342425989,Spiral,16
8616-6104,1-180334,322.9805307,0.213766757,Spiral,16
8623-6104,1-190574,311.7809712,0.300460704,Spiral,16
8623-9101,1-178698,311.3473642,0.49252863,Spiral,16
8624-9102,1-25740,263.8925814,59.88992275,Spiral,16
8625-12703,1-24161,259.682229,58.13511676,Spiral,16
8625-12705,1-24375,261.706139,56.81078188,Spiral,16
8626-12702,1-634795,263.2053621,56.90127005,Spiral,16
8626-12703,1-24482,265.1087751,56.70125092,Spiral,16
8626-1902,1-24246,264.84079,56.56707,Spiral,16
8626-3703,1-24440,264.6625448,56.82424365,Spiral,16
8655-3701,1-29512,356.751828,-0.447387404,Spiral,16
8712-12704,1-379708,121.0548304,55.39766526,Spiral,16
8712-6102,1-567961,119.84641,53.635414,Spiral,16
8713-6102,1-43589,117.6026928,38.4691486,Spiral,16
8713-9102,1-71974,118.85539,39.186094,Spiral,16
8714-6101,1-44210,118.7162481,45.82255463,Spiral,16
8715-12701,1-548157,118.3596,50.228421,Spiral,16
8715-12705,1-378795,118.9256155,50.17277247,Spiral,16
8715-9101,1-379087,119.9101153,51.79236257,Spiral,16
8716-9102,1-352103,123.0396445,52.45522934,Spiral,16
8717-9101,1-71525,118.3448525,36.27437882,Spiral,16
8718-12701,1-44303,119.1821518,44.85670853,Spiral,16
8718-12703,1-45126,122.0688935,45.34837365,Spiral,16
8718-6104,1-44633,121.58077,45.74343035,Spiral,16
8718-9101,1-44634,121.7627143,45.6764275,Spiral,16
8719-12702,1-44745,120.1992841,46.69052697,Spiral,16
8719-3701,1-548190,121.33414,46.71653,Spiral,16
8720-1902,1-351702,122.2617494,50.17867402,Spiral,16
8721-12705,1-48560,135.0905155,54.05224378,Spiral,16
8721-6103,1-55572,133.1213026,56.11268849,Spiral,16
8721-9101,1-48535,134.6723823,54.21813819,Spiral,16
8724-12701,1-47305,130.3352461,53.93865146,Spiral,16
8725-3703,1-73009,125.8209596,45.89686489,Spiral,16
8725-6102,1-73001,125.4590399,45.51963572,Spiral,16
8726-12701,1-163516,115.71704,22.11273,Spiral,16
8726-12702,1-217637,116.1838169,22.16017867,Spiral,16
8727-9102,1-51826,55.13062201,-6.439925088,Spiral,16
8728-12701,1-51939,57.72957495,-7.060647007,Spiral,16
8931-12702,1-622911,192.7649442,27.36996624,Spiral,16
8931-12704,1-456341,194.5065033,27.48967595,Spiral,16
8931-9101,1-455633,193.0738357,27.08555223,Spiral,16
8932-12701,1-456376,194.1191224,27.29124638,Spiral,16
8932-12704,1-457200,196.4728711,28.11243441,Spiral,16
8934-12701,1-403703,196.1627918,28.62890384,Spiral,16
8934-12702,1-456984,195.35885,27.885985,Spiral,16
8935-6104,1-457196,195.5329081,27.64831391,Spiral,16
8936-3703,1-604846,117.54378,30.68509,Spiral,16
8938-12702,1-201756,120.8143845,30.79651084,Spiral,16
8938-3701,1-201798,120.1476042,30.40174788,Spiral,16
8939-12703,1-298868,125.6032737,25.50907914,Spiral,16
8940-12702,1-163966,120.0874176,26.6135273,Spiral,16
8940-9101,1-163959,119.9838849,26.38296615,Spiral,16
8941-1901,1-146247,120.7239767,28.45712478,Spiral,16
8941-6103,1-163908,121.3313033,27.07113401,Spiral,16
8942-12702,1-218280,124.0033097,27.0758952,Spiral,16
8942-6102,1-218412,124.2674797,28.31508902,Spiral,16
8943-3702,1-558139,155.62507,36.599312,Spiral,16
8945-12701,1-588617,171.8980809,47.37939497,Spiral,16
8945-6104,1-279675,174.1281156,47.81722631,Spiral,16
8946-6101,1-278221,168.7520935,46.63452513,Spiral,16
8947-12703,1-174618,172.8866862,49.85750356,Spiral,16
8947-12704,1-149147,171.1026539,51.23494063,Spiral,16
8947-1901,1-149572,171.3836994,51.18040881,Spiral,16
8947-9101,1-149200,168.7345056,50.33487297,Spiral,16
8948-12702,1-148954,164.9711027,50.01520096,Spiral,16
8948-12704,1-173958,167.3060196,49.5194324,Spiral,16
8950-1901,1-456687,194.8195129,27.10612979,Spiral,16
8952-12701,1-626830,204.6838316,26.32853817,Spiral,16
8952-6103,1-626829,204.6741792,27.74241086,Spiral,16
8977-12705,1-153246,119.0443575,33.2450541,Spiral,16
8977-6103,1-604824,116.7539488,34.30028473,Spiral,16
8978-9101,1-135044,247.9079959,41.4936431,Spiral,16
8979-12701,1-210173,241.341763,42.48831227,Spiral,16
8979-3704,1-210461,244.4229653,40.93381763,Spiral,16
8979-6102,1-248420,241.8233892,41.40360426,Spiral,16
8980-12704,1-236133,225.59269,41.92164,Spiral,16
8980-12705,1-235988,223.9840927,42.15978259,Spiral,16
8982-12703,1-395528,203.8066634,27.63003609,Spiral,16
8982-6104,1-626502,203.0570626,26.94998106,Spiral,16
8982-9102,1-626395,202.6892,26.52161,Spiral,16
8983-12701,1-626658,203.8302081,26.42478084,Spiral,16
8983-12705,1-626684,203.9100443,25.87523738,Spiral,16
8983-3703,1-458396,205.438407,27.00473778,Spiral,16
8983-3704,1-423024,206.0079498,25.94119866,Spiral,16
8983-9101,1-568624,205.1294,26.307357,Spiral,16
8984-12704,1-395533,203.9376877,27.86760478,Spiral,16
8985-12702,1-415939,204.8595839,31.20799938,Spiral,16
8985-12703,1-420924,204.5543592,32.82284388,Spiral,16
8985-6102,1-420636,205.076051,32.1531397,Spiral,16
8985-6104,1-627238,206.1984171,31.6156729,Spiral,16
8985-9102,1-416039,205.8733962,31.00321782,Spiral,16
8987-12702,1-386453,136.1381993,28.34986231,Spiral,16
8987-3703,1-386452,136.2283393,28.3843145,Spiral,16
8987-6104,1-386822,137.1185688,28.91103516,Spiral,16
8987-9102,1-386695,137.9835056,27.8992697,Spiral,16
8989-1901,1-149758,176.0842643,51.01933033,Spiral,16
8989-3703,1-617323,177.4403602,50.52701641,Spiral,16
8989-9101,1-174947,176.3587338,49.87904056,Spiral,16
8992-3702,1-149561,171.6572619,51.57304126,Spiral,16
8992-6101,1-149536,172.1044999,51.02835289,Spiral,16
8992-6103,1-149471,173.0378439,50.76553501,Spiral,16
8993-12701,1-612080,164.8639457,46.12238958,Spiral,16
8993-12702,1-277300,165.0474517,45.73782647,Spiral,16
8995-12705,1-150370,177.8445354,53.44418929,Spiral,16
8995-3702,1-188548,175.5340603,55.42360125,Spiral,16
8996-6102,1-187394,173.0009117,53.71410095,Spiral,16
8997-3701,1-149170,170.5622762,50.74233595,Spiral,16
9002-12704,1-314817,224.7371954,31.7866498,Spiral,16
9024-12705,1-314409,223.8674592,32.84002812,Spiral,16
9024-9101,1-262322,224.024527,34.48183067,Spiral,16
9025-12704,1-633942,246.0507636,30.16226141,Spiral,16
9025-1902,1-324033,246.358197,30.30944782,Spiral,16
9025-3702,1-272047,245.8773622,30.19768861,Spiral,16
9025-3703,1-594452,246.3161955,30.32413739,Spiral,16
9025-6104,1-272639,247.3612662,29.54112602,Spiral,16
9026-12702,1-94748,249.5250825,43.82611815,Spiral,16
9026-12705,1-94696,251.4584885,43.86647309,Spiral,16
9026-9101,1-94784,249.3184192,44.41822961,Spiral,16
9027-12704,1-323794,245.3466469,32.34901365,Spiral,16
9028-12701,1-269179,242.1009587,29.75483435,Spiral,16
9028-12702,1-633759,242.9750663,30.33278322,Spiral,16
9028-12704,1-633815,243.61579,29.973833,Spiral,16
9029-12704,1-135285,247.2169531,42.81201135,Spiral,16
9029-12705,1-135078,247.57942,41.102079,Spiral,16
9029-6102,1-594453,246.3929149,41.6813939,Spiral,16
9033-12705,1-576436,224.0181831,45.40526587,Spiral,16
9033-9102,1-321725,223.3526193,46.48558549,Spiral,16
9034-12705,1-198664,227.5366807,46.10468066,Spiral,16
9035-12705,1-247739,236.3775268,44.01637903,Spiral,16
9038-12703,1-248056,238.7463314,42.10536912,Spiral,16
9041-12703,1-264254,234.6793022,30.67128856,Spiral,16
9042-12702,1-375213,232.096991,28.22947097,Spiral,16
9042-12703,1-316872,235.1526786,28.51243552,Spiral,16
9042-6101,1-375134,232.5510737,27.13411679,Spiral,16
9043-12704,1-632653,231.34751,29.17189,Spiral,16
9045-12704,1-315206,227.9014183,31.71314508,Spiral,16
9045-9101,1-631890,227.2002436,30.17055255,Spiral,16
9047-12703,1-269638,247.6884257,26.09524954,Spiral,16
9048-12704,1-295955,244.6986576,25.18873828,Spiral,16
9048-9101,1-296334,245.0567109,25.71008745,Spiral,16
9049-12702,1-295476,247.929085,25.2941089,Spiral,16
9049-1901,1-269632,247.560973,26.20647356,Spiral,16
9049-3702,1-269634,247.6623304,25.98689725,Spiral,16
9085-12703,1-178557,260.3062712,29.18589109,Spiral,16
9085-9101,1-177985,259.6484198,29.25147616,Spiral,16
9088-12702,1-265589,242.3154737,25.71246957,Spiral,16
9095-12701,1-376413,241.9136393,23.41686603,Spiral,16
9095-1901,1-317822,242.8100517,24.22502189,Spiral,16
9182-12703,1-43868,118.774527,40.04129635,Spiral,16
9182-6101,1-72087,120.3212778,39.21682242,Spiral,16
9183-12703,1-72242,120.7525704,39.86913754,Spiral,16
9184-12701,1-201913,119.7990417,31.80787429,Spiral,16
9184-3702,1-153086,119.3430278,33.06242882,Spiral,16
9184-3704,1-201922,119.9947937,31.89332414,Spiral,16
9185-12705,1-547339,258.5824636,33.54888464,Spiral,16
9193-12702,1-37822,46.37325449,-0.381932334,Spiral,16
9193-6102,1-37386,46.30469131,-1.006335855,Spiral,16
9193-9101,1-37385,46.29419684,-1.075470365,Spiral,16
9195-3703,1-603039,29.0522287,14.90663913,Spiral,16
9195-9101,1-42646,28.07922608,13.63405605,Spiral,16
9196-12701,1-595146,260.12645,52.643041,Spiral,16
9196-12703,1-24660,262.3992827,54.49442367,Spiral,16
9485-12705,1-153627,121.7799375,36.23347854,Spiral,16
9486-12702,1-72207,121.1295952,40.20604481,Spiral,16
9487-12701,1-44618,122.5228733,46.19302521,Spiral,16
9487-12704,1-45581,123.6863983,46.41497528,Spiral,16
9487-3704,1-44974,123.6620484,44.39464312,Spiral,16
9487-9102,1-574504,123.8203258,46.07525334,Spiral,16
9490-12702,1-382980,121.1375351,19.85125851,Spiral,16
9490-6102,1-383264,122.12768,19.2084717,Spiral,16
9492-6101,1-382326,117.3005506,17.56616409,Spiral,16
9492-6103,1-297950,116.5517882,18.71036932,Spiral,16
9492-9102,1-382306,118.2136837,17.56001892,Spiral,16
9493-1902,1-413033,129.9614953,23.14334857,Spiral,16
9494-9102,1-384848,127.4348389,22.42439637,Spiral,16
9500-12704,1-605482,131.9825395,25.83167113,Spiral,16
9501-6102,1-385091,129.6691733,25.58717644,Spiral,16
9502-12703,1-385099,129.54557,24.895295,Spiral,16
9502-6101,1-385123,129.394959,24.61256772,Spiral,16
9505-12704,1-387161,139.0781202,28.88907387,Spiral,16
9506-6102,1-386150,133.7598432,26.67534627,Spiral,16
9506-9101,1-385972,133.58894,27.16722614,Spiral,16
9507-12701,1-298752,128.250742,26.01405069,Spiral,16
9507-12702,1-299013,128.4945619,26.10679727,Spiral,16
9508-12701,1-298823,126.5145002,25.59458518,Spiral,16
9508-12704,1-298938,127.1059539,26.39737016,Spiral,16
9508-6104,1-298966,127.5530165,26.62732295,Spiral,16
9510-12703,1-230670,128.0264348,29.23625131,Spiral,16
9512-3704,1-53880,138.1512607,0.30949101,Spiral,16
9865-6103,1-246565,225.0079245,49.7468096,Spiral,16
9868-6102,1-321256,219.2275407,46.80176837,Spiral,16
9870-6103,1-569138,233.22829,44.538732,Spiral,16
9870-9101,1-199368,233.2834463,44.53567898,Spiral,16
9871-12701,1-321938,227.3292399,42.6750722,Spiral,16
9871-12702,1-593698,228.2807335,41.26461964,Spiral,16
9871-12705,1-593702,228.37217,42.330255,Spiral,16
9872-6101,1-322581,233.1362914,41.98044171,Spiral,16
9872-9102,1-593934,234.1347068,41.79929391,Spiral,16
9876-6101,1-623893,195.5532271,28.21485166,Spiral,16
9876-9102,1-457147,195.855551,28.01401128,Spiral,16
9881-12702,1-523178,204.9990646,24.00808984,Spiral,16
9881-12705,1-523085,205.3735703,23.16696442,Spiral,16
9883-12701,1-176644,255.5233088,31.79742915,Spiral,16
9883-12704,1-176925,256.5507674,33.55523016,Spiral,16
9883-9102,1-176947,256.6413907,33.69298316,Spiral,16
9888-12701,1-593975,235.47582,28.133979,Spiral,16
9888-12704,1-316945,236.0063392,28.27702878,Spiral,16
,,,,,16
,,,,,16
10213-12705,1-72456,122.931168093,41.5549778649,Spiral,17
10215-12703,1-121923,122.130636583,37.5865756841,Spiral,17
10215-3704,1-153589,122.11350534,36.8374284802,S0,17
10216-6101,1-412105,117.700436207,16.3893864476,Spiral,17
10216-6102,1-297871,116.730202777,18.482375517,Spiral,17
10216-9102,1-297970,116.446792381,18.312577531,S0,17
10217-1901,1-458692,119.06828621,15.2400782037,Spiral,17
10217-6103,1-412058,117.993013365,15.7114103805,S0,17
10218-12705,1-604875,118.61245,16.2148,Spiral,17
10219-12702,1-556820,125.505931857,21.3428752484,Spiral,17
10220-9101,1-201969,120.825871809,31.7763732335,Spiral,17
10221-6104,1-298693,124.698297548,24.5374298193,Spiral,17
10222-6103,1-50537,42.9848765783,-8.37704983026,Spiral,17
10222-9101,1-50628,43.297016234,-7.53251485588,Spiral,17
10223-12702,1-35586,32.3864687333,-0.999897937983,Spiral,17
10225-12703,1-36562,37.9307094692,0.293505774944,Spiral,17
10225-9101,1-36548,37.7521626483,0.48231527431,Spiral,17
10226-3704,1-36386,37.779258815,-1.10518325836,Spiral,17
10226-9101,1-36197,36.00555,0.252243,Spiral,17
10492-12701,1-380045,123.338037496,57.852238539,Spiral,17
10492-12702,1-380097,124.064089969,57.5305417333,Spiral,17
10492-12705,1-584905,125.453893616,56.2899230993,Spiral,17
10494-9102,1-379865,124.339174229,55.3405265396,Spiral,17
10495-3703,1-45694,125.287570599,47.2773820655,S0,17
10495-9101,1-45641,123.106993469,47.5425831348,Spiral,17
10496-12702,1-122623,123.801912144,41.2146716573,Spiral,17
10496-12704,1-122711,125.4594,41.876266,Spiral,17
10496-1902,1-122783,126.648895962,41.0849826648,S0,17
10498-12702,1-385365,131.292796969,25.9615954263,Spiral,17
10498-6104,1-385828,131.347630209,27.8227390348,S0,17
10499-12701,1-605451,131.316486298,27.8237705482,Spiral,17
10499-12705,1-299713,132.75026555,29.1819477423,Spiral,17
10500-3702,1-300318,135.250302834,31.0906963419,Spiral,17
10501-1902,1-300238,134.581291082,31.1220886599,Spiral,17
10502-12705,1-231147,131.726442305,29.8841845988,Spiral,17
10502-6103,1-230956,130.526005689,30.8200517243,Spiral,17
10503-12701,1-79952,158.92625,5.61596,Spiral,17
10507-12705,1-576051,175.697423482,48.8197855859,Spiral,17
10507-9102,1-280728,178.121855495,48.4589210594,Spiral,17
10508-12701,1-150991,182.027687739,52.3391185232,Spiral,17
10508-12703,1-175889,184.652029473,51.4147324232,Spiral,17
10508-12705,1-150899,184.871439931,51.7759257611,Spiral,17
10508-1902,1-576031,180.980700649,50.8727225612,Spiral,17
10509-12702,1-278113,167.133630157,47.3363337264,Spiral,17
10509-3701,1-278159,166.871220787,46.354465407,Spiral,17
10512-3702,1-76991,135.510780261,3.59045408948,Spiral,17
10513-12702,1-605833,140.95013456,2.11272155396,Spiral,17
10513-1902,1-54240,140.372732157,-0.268860484044,S0,17
10513-3701,1-605823,140.827895393,1.58311208801,Spiral,17
10514-12704,1-78029,145.613449472,3.34728135553,Spiral,17
10515-6104,1-606491,149.297875445,5.20136465374,S0,17
10516-12701,1-60653,150.529327393,3.05768609047,S0,17
10516-3704,1-60707,151.32819022,2.49572834451,S0,17
10516-6104,1-78868,151.836078887,4.07931108101,Spiral,17
10516-9101,1-60723,151.534866683,2.96902542051,Spiral,17
10518-9102,1-182839,153.761128184,5.67693109095,Spiral,17
10519-12705,1-79331,155.712556543,4.76579400096,Spiral,17
10520-1902,1-79648,157.208174735,4.96056352815,S0,17
10520-6101,1-79916,157.90605218,4.01863688012,Spiral,17
10838-12701,1-389438,146.439158931,33.8702469092,Spiral,17
10839-1902,1-53198,132.803665792,1.06192681901,S0,17
10839-6101,1-53118,133.494549102,0.35004036322,Spiral,17
10840-3701,1-76747,133.190069669,3.59764017153,S0,17
10840-3703,1-76813,134.522081756,3.75649240107,Spiral,17
10841-12701,1-605877,142.002658665,1.67148730899,Spiral,17
10842-12702,1-181160,139.888017431,5.88279932367,Spiral,17
10842-12705,1-77595,141.292491111,4.46504814413,Spiral,17
10842-3703,1-585579,141.06409,5.94114,Spiral,17
10843-1901,1-837,149.456451416,-0.210921883583,S0,17
10843-1902,1-803,149.88145083,-0.256509657052,S0,17
10844-3702,1-78117,145.590507164,4.35448236168,S0,17
10844-3703,1-78176,146.397714484,4.41058420411,Spiral,17
10845-12705,1-78451,150.238559763,3.14176993025,Spiral,17
10845-3703,1-78200,149.244441227,3.77796056541,S0,17
10845-9101,1-78213,148.530300975,3.17309905231,Spiral,17
11004-12701,1-456655,196.110590139,27.304313566,Spiral,17
11004-12704,1-457246,197.05877422,27.5158507658,S0,17
11006-12702,1-456575,194.590447844,28.1487789817,S0,17
11006-12704,1-456643,195.178493261,27.9630948504,S0,17
11006-6102,1-591101,194.402261608,27.0313661613,S0,17
11007-1901,1-456507,193.954177913,27.9058612663,S0,17
11007-3701,1-455640,193.281556103,27.0381715043,S0,17
11009-9101,1-456269,194.634432576,26.2436602387,S0,17
11010-6101,1-522145,198.222943565,23.6346297839,Spiral,17
11010-6103,1-522093,196.65173277,25.429679605,Spiral,17
11010-6104,1-591528,198.438764929,24.9824563431,Spiral,17
11011-12703,1-197402,216.511041569,49.5217324906,Spiral,17
11011-1902,1-197677,218.718594451,48.6618906608,S0,17
11012-12702,1-245497,212.08983767,55.3015100433,Spiral,17
11012-12703,1-245560,212.875653847,55.4467436035,Spiral,17
11014-12705,1-456339,194.476509547,27.490641798,S0,17
11014-6104,1-456912,194.77510377,27.9967050471,S0,17
11015-12703,1-404401,195.482642091,29.3227905658,S0,17
11015-12705,1-624081,195.978641945,28.1876524974,S0,17
11015-6101,1-456563,194.540430593,27.5494435015,S0,17
11015-6102,1-456847,194.45277728,28.1804534394,S0,17
11016-12703,1-197191,212.557940634,51.1136212677,Spiral,17
11016-6104,1-320543,213.010158799,50.1370959328,S0,17
11017-12701,1-319408,199.829107877,51.126738437,Spiral,17
11017-12704,1-319668,202.485377395,50.8838631272,Spiral,17
11019-12705,1-623253,193.853516955,52.2677083156,Spiral,17
11020-3704,1-244421,206.538354722,55.1603854959,Spiral,17
11021-12701,1-195230,197.986852624,54.535542336,Spiral,17
11021-1901,1-195854,198.693806501,54.0873833851,S0,17
11021-3703,1-196091,199.816264263,54.6017393989,S0,17
11021-9101,1-195704,198.312401552,53.2053336786,Spiral,17
11024-6104,1-10856,202.632185668,-0.734217754,Spiral,17
11742-12702,1-122203,123.39634786,38.9283986605,Spiral,17
11742-12704,1-122206,123.591747728,39.2513462898,Spiral,17
11742-6104,1-122197,123.638301433,38.5447857357,Spiral,17
11743-12702,1-458614,118.34399128,13.2176201275,Spiral,17
11743-12704,1-458678,118.731917828,14.7167640843,Spiral,17
11743-3704,1-458609,118.370250619,13.0999727892,S0,17
11744-12705,1-459215,122.217871845,14.8625909491,Spiral,17
11744-3702,54-80,119.85175,16.4189444444,Spiral,17
11744-9101,1-459133,120.418077307,15.6447504583,S0,17
11746-12703,1-556472,128.78634008,29.7092884241,Spiral,17
11746-12704,1-218981,127.784887573,30.8956066933,Spiral,17
11748-12701,1-387154,138.764757557,29.2699499706,Spiral,17
11748-1902,1-386961,138.561561076,29.6955144778,S0,17
11748-6101,1-605691,138.173304451,30.0150161422,Spiral,17
11749-12702,1-300623,138.969363169,32.4659343959,Spiral,17
11749-1901,1-300599,140.046766253,32.8293639942,S0,17
11752-1901,1-54632,142.515613553,2.01740201518,S0,17
11752-3703,1-54970,144.025617854,1.46074122874,S0,17
11753-12704,1-55271,146.749731555,2.56144636703,Spiral,17
11754-12705,1-53172,132.167564387,1.03879869312,Spiral,17
11754-3704,1-52986,131.406485198,1.60666327635,S0,17
11754-6102,1-52936,131.11854344,2.06393315378,Spiral,17
11755-1902,1-282449,185.983169018,42.2934598373,S0,17
11755-6103,1-575788,185.599610954,42.7228523584,S0,17
11755-9102,1-282627,187.751318314,42.526965847,Spiral,17
11757-12703,1-270196,248.560330372,26.5703229982,Spiral,17
11758-6103,1-196017,201.305215035,53.8535273971,Spiral,17
